row_id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
HTL15100,1,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,2,22,Online,0,0,0,92.0,1,Not_Canceled
HTL15101,2,0,1,0,Meal Plan 1,0,Room_Type 1,81,2018,3,27,Online,0,0,0,96.3,0,Not_Canceled
HTL15102,2,1,1,2,Meal Plan 2,0,Room_Type 1,63,2018,9,2,Online,0,0,0,177.75,0,Canceled
HTL15103,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80.0,0,Not_Canceled
HTL15104,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,Canceled
HTL15105,3,0,2,3,Meal Plan 1,0,Room_Type 6,74,2018,2,21,Offline,0,0,0,112.0,0,Not_Canceled
HTL15106,3,0,1,1,Meal Plan 1,0,Room_Type 4,51,2018,7,11,Online,0,0,0,142.2,0,Canceled
HTL15107,2,0,2,6,Meal Plan 1,0,Room_Type 1,70,2018,7,12,Offline,0,0,0,93.6,0,Canceled
HTL15108,2,0,2,0,Not Selected,0,Room_Type 1,0,2017,8,9,Online,0,0,0,96.0,0,Not_Canceled
HTL15109,2,0,1,3,Meal Plan 1,0,Room_Type 4,42,2018,3,24,Online,0,0,0,131.48,1,Not_Canceled
HTL15110,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Online,0,0,0,0.0,0,Not_Canceled
HTL15111,2,0,0,2,Not Selected,1,Room_Type 1,32,2018,5,18,Online,0,0,0,125.1,1,Not_Canceled
HTL15112,2,0,2,3,Not Selected,0,Room_Type 1,71,2018,4,23,Online,0,0,0,84.15,0,Canceled
HTL15113,2,0,0,1,Meal Plan 1,1,Room_Type 1,3,2018,4,21,Online,0,0,0,110.0,0,Not_Canceled
HTL15114,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65.0,0,Canceled
HTL15115,2,0,2,1,Not Selected,0,Room_Type 1,211,2018,8,13,Online,0,0,0,88.5,1,Not_Canceled
HTL15116,2,1,0,2,Meal Plan 1,0,Room_Type 1,42,2018,8,16,Online,0,0,0,152.1,1,Not_Canceled
HTL15117,3,0,2,0,Meal Plan 1,0,Room_Type 4,49,2018,8,21,Online,0,0,0,168.3,2,Not_Canceled
HTL15118,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,Canceled
HTL15119,2,0,0,2,Meal Plan 1,0,Room_Type 4,186,2018,8,10,Online,0,0,0,118.8,1,Canceled
HTL15120,2,0,1,1,Meal Plan 1,0,Room_Type 4,73,2018,8,6,Online,0,0,0,140.4,1,Canceled
HTL15121,2,0,0,1,Not Selected,0,Room_Type 1,69,2018,9,10,Online,0,0,0,125.1,0,Not_Canceled
HTL15122,2,2,0,4,Meal Plan 1,0,Room_Type 7,110,2017,12,9,Offline,0,0,0,113.5,0,Not_Canceled
HTL15123,2,1,0,1,Meal Plan 1,0,Room_Type 1,155,2018,9,8,Online,0,0,0,143.1,2,Canceled
HTL15124,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,2,23,Corporate,1,0,12,66.0,1,Not_Canceled
HTL15125,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,2017,11,10,Online,0,0,0,89.53,1,Canceled
HTL15126,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
HTL15127,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,7,3,Online,0,0,0,117.9,0,Canceled
HTL15128,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
HTL15129,2,2,0,2,Meal Plan 1,0,Room_Type 6,4,2018,5,4,Online,0,0,0,230.0,2,Not_Canceled
HTL15130,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
HTL15131,2,0,1,3,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,0,Not_Canceled
HTL15132,2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,1,29,Online,0,0,0,89.0,1,Not_Canceled
HTL15133,2,2,0,3,Meal Plan 1,0,Room_Type 6,23,2018,3,22,Online,0,0,0,230.0,0,Canceled
HTL15134,3,0,0,2,Not Selected,0,Room_Type 1,72,2018,9,14,Corporate,0,0,0,115.0,1,Canceled
HTL15135,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,3,2,Online,0,0,0,93.0,1,Canceled
HTL15136,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
HTL15137,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2017,12,30,Offline,0,0,0,71.0,0,Not_Canceled
HTL15138,2,0,0,2,Meal Plan 1,0,Room_Type 4,46,2017,11,3,Offline,0,0,0,60.0,0,Not_Canceled
HTL15139,2,2,2,2,Meal Plan 1,0,Room_Type 6,15,2018,5,29,Online,0,0,0,166.6,2,Not_Canceled
HTL15140,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled
HTL15141,2,0,2,2,Meal Plan 1,0,Room_Type 2,109,2018,4,16,Online,0,0,0,75.76,0,Not_Canceled
HTL15142,2,0,2,2,Meal Plan 1,0,Room_Type 1,98,2018,4,9,Online,0,0,0,86.7,1,Canceled
HTL15143,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
HTL15144,2,0,3,7,Meal Plan 1,0,Room_Type 1,202,2018,8,8,Online,0,0,0,90.95,2,Not_Canceled
HTL15145,2,1,0,1,Meal Plan 2,0,Room_Type 1,37,2018,8,17,Online,0,0,0,164.25,0,Canceled
HTL15146,2,0,0,3,Meal Plan 1,0,Room_Type 1,138,2017,7,29,Online,0,0,0,58.9,0,Not_Canceled
HTL15147,2,0,1,2,Meal Plan 1,0,Room_Type 1,302,2018,9,16,Offline,0,0,0,100.0,0,Canceled
HTL15148,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70.0,0,Canceled
HTL15149,2,0,1,0,Not Selected,0,Room_Type 1,49,2018,7,11,Online,0,0,0,93.15,0,Canceled
HTL15150,2,1,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,22,Online,0,0,0,120.0,2,Not_Canceled
HTL15151,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,9,6,Online,0,0,0,135.9,0,Canceled
HTL15152,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,Not_Canceled
HTL15153,2,1,2,1,Meal Plan 1,0,Room_Type 1,82,2018,7,24,Online,0,0,0,124.6,0,Canceled
HTL15154,2,0,1,2,Meal Plan 1,1,Room_Type 4,46,2018,3,4,Online,0,0,0,98.3,1,Not_Canceled
HTL15155,2,2,0,1,Meal Plan 1,0,Room_Type 6,9,2017,10,22,Offline,0,0,0,174.25,0,Not_Canceled
HTL15156,2,0,2,6,Not Selected,0,Room_Type 1,171,2018,7,22,Offline,0,0,0,63.75,0,Canceled
HTL15157,3,0,2,1,Meal Plan 1,0,Room_Type 4,67,2018,4,3,Online,0,0,0,128.7,1,Canceled
HTL15158,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,5,20,Online,0,0,0,176.0,0,Not_Canceled
HTL15159,3,0,0,3,Meal Plan 1,0,Room_Type 4,50,2018,6,30,Online,0,0,0,150.3,2,Not_Canceled
HTL15160,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled
HTL15161,2,0,1,3,Meal Plan 1,0,Room_Type 4,59,2018,3,10,Online,0,0,0,82.45,0,Canceled
HTL15162,2,0,1,1,Not Selected,0,Room_Type 1,0,2018,9,19,Online,0,0,0,168.0,2,Not_Canceled
HTL15163,2,0,2,2,Meal Plan 1,0,Room_Type 4,22,2018,2,12,Online,0,0,0,80.8,0,Canceled
HTL15164,2,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,3,4,Online,0,0,0,88.8,0,Canceled
HTL15165,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Offline,0,0,0,95.0,0,Canceled
HTL15166,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
HTL15167,2,0,1,1,Meal Plan 2,0,Room_Type 1,16,2017,8,15,Offline,0,0,0,104.0,0,Not_Canceled
HTL15168,2,0,2,5,Meal Plan 1,0,Room_Type 1,66,2018,3,13,Online,0,0,0,85.38,0,Canceled
HTL15169,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,26,Offline,0,0,0,75.0,0,Canceled
HTL15170,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60.0,0,Canceled
HTL15171,2,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,1,15,Online,1,11,5,89.3,1,Not_Canceled
HTL15172,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,1,28,Offline,0,0,0,81.0,0,Not_Canceled
HTL15173,1,0,1,1,Meal Plan 1,0,Room_Type 1,18,2018,4,18,Online,0,0,0,95.0,0,Canceled
HTL15174,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
HTL15175,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,9,3,Online,0,0,0,126.9,1,Canceled
HTL15176,2,0,2,1,Meal Plan 1,0,Room_Type 1,125,2018,7,9,Online,0,0,0,114.3,1,Not_Canceled
HTL15177,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,1,8,Online,0,0,0,78.3,0,Not_Canceled
HTL15178,2,0,0,2,Not Selected,0,Room_Type 1,94,2018,4,13,Online,0,0,0,85.5,1,Not_Canceled
HTL15179,2,0,1,1,Meal Plan 1,0,Room_Type 1,40,2017,10,5,Offline,0,0,0,70.0,0,Not_Canceled
HTL15180,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,2,1,Online,1,3,1,86.0,0,Not_Canceled
HTL15181,2,0,1,2,Meal Plan 1,0,Room_Type 1,14,2018,2,19,Offline,0,0,0,40.67,0,Not_Canceled
HTL15182,2,0,0,4,Meal Plan 2,0,Room_Type 1,17,2018,3,1,Online,0,0,0,92.53,0,Canceled
HTL15183,2,0,0,2,Meal Plan 1,0,Room_Type 1,298,2018,5,10,Offline,0,0,0,93.0,0,Not_Canceled
HTL15184,2,0,1,1,Meal Plan 1,0,Room_Type 2,31,2018,3,14,Online,0,0,0,81.9,1,Not_Canceled
HTL15185,2,0,0,1,Meal Plan 1,0,Room_Type 1,83,2018,7,23,Online,0,0,0,105.3,1,Not_Canceled
HTL15186,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
HTL15187,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Offline,0,0,0,78.0,1,Not_Canceled
HTL15188,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
HTL15189,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,2,11,Online,0,0,0,85.0,1,Not_Canceled
HTL15190,2,0,1,1,Not Selected,0,Room_Type 1,25,2018,5,30,Online,0,0,0,109.0,1,Not_Canceled
HTL15191,2,0,2,3,Meal Plan 1,0,Room_Type 1,178,2018,6,4,Online,0,0,0,100.3,0,Canceled
HTL15192,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2018,1,22,Online,0,0,0,80.3,1,Not_Canceled
HTL15193,2,0,2,3,Meal Plan 1,0,Room_Type 1,158,2018,8,25,Online,0,0,0,90.95,0,Canceled
HTL15194,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,1,19,Online,0,0,0,89.0,1,Not_Canceled
HTL15195,2,0,2,1,Meal Plan 1,0,Room_Type 1,127,2018,5,22,Online,0,0,0,105.3,0,Canceled
HTL15196,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,30,Offline,1,1,0,102.6,0,Not_Canceled
HTL15197,2,0,0,3,Not Selected,0,Room_Type 1,11,2018,6,30,Online,0,0,0,139.0,1,Canceled
HTL15198,2,0,0,2,Meal Plan 1,0,Room_Type 1,134,2018,4,29,Online,0,0,0,96.3,0,Not_Canceled
HTL15199,2,0,2,2,Meal Plan 1,0,Room_Type 2,109,2018,4,16,Online,0,0,0,75.76,0,Not_Canceled
HTL15200,1,0,0,2,Meal Plan 1,0,Room_Type 1,228,2018,8,10,Online,0,0,0,90.9,1,Canceled
HTL15201,2,0,1,2,Meal Plan 1,0,Room_Type 6,30,2018,5,6,Online,0,0,0,198.9,2,Not_Canceled
HTL15202,1,0,0,4,Meal Plan 1,0,Room_Type 4,92,2018,6,1,Online,0,0,0,132.6,2,Not_Canceled
HTL15203,2,2,1,0,Meal Plan 1,0,Room_Type 6,6,2017,8,16,Online,0,0,0,162.0,0,Canceled
HTL15204,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2017,12,30,Offline,0,0,0,70.0,0,Not_Canceled
HTL15205,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
HTL15206,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70.0,0,Canceled
HTL15207,1,0,1,4,Not Selected,0,Room_Type 1,67,2018,9,5,Online,0,0,0,104.76,1,Not_Canceled
HTL15208,2,0,2,2,Not Selected,0,Room_Type 1,10,2017,12,20,Online,0,0,0,52.36,1,Not_Canceled
HTL15209,2,0,1,1,Meal Plan 1,0,Room_Type 4,53,2018,9,3,Online,0,0,0,123.3,2,Not_Canceled
HTL15210,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
HTL15211,2,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,5,21,Online,0,0,0,141.0,1,Canceled
HTL15212,2,2,0,4,Meal Plan 1,0,Room_Type 6,9,2018,5,11,Online,0,0,0,221.0,0,Canceled
HTL15213,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2017,10,31,Online,0,0,0,94.96,1,Not_Canceled
HTL15214,2,0,2,0,Meal Plan 1,0,Room_Type 4,3,2018,2,21,Online,0,0,0,105.0,0,Not_Canceled
HTL15215,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,60.0,0,Canceled
HTL15216,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
HTL15217,2,0,2,0,Not Selected,0,Room_Type 1,18,2018,6,12,Online,0,0,0,99.0,0,Canceled
HTL15218,3,0,0,3,Meal Plan 1,0,Room_Type 4,17,2018,7,28,Online,0,0,0,173.67,1,Not_Canceled
HTL15219,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,9,5,Offline,0,0,0,75.0,0,Not_Canceled
HTL15220,1,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,36.25,0,Not_Canceled
HTL15221,2,0,0,2,Not Selected,1,Room_Type 1,201,2018,8,9,Online,0,0,0,103.5,1,Canceled
HTL15222,2,0,2,1,Meal Plan 1,0,Room_Type 1,36,2018,8,20,Online,0,0,0,135.9,0,Canceled
HTL15223,2,0,1,0,Not Selected,0,Room_Type 1,62,2018,9,4,Online,0,0,0,99.0,0,Canceled
HTL15224,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
HTL15225,2,0,1,4,Meal Plan 1,0,Room_Type 1,9,2017,8,31,Online,0,0,0,109.0,2,Canceled
HTL15226,2,1,0,2,Not Selected,0,Room_Type 1,0,2017,8,7,Online,0,0,0,81.0,2,Not_Canceled
HTL15227,2,0,0,3,Not Selected,0,Room_Type 1,70,2018,4,5,Online,0,0,0,85.5,0,Not_Canceled
HTL15228,2,0,1,3,Meal Plan 1,0,Room_Type 4,22,2018,9,15,Online,0,0,0,105.64,1,Not_Canceled
HTL15229,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
HTL15230,2,0,2,0,Not Selected,0,Room_Type 1,3,2018,2,7,Online,0,0,0,79.0,0,Canceled
HTL15231,3,0,1,1,Meal Plan 1,0,Room_Type 1,27,2018,9,26,Online,0,0,0,140.2,0,Canceled
HTL15232,2,0,0,1,Not Selected,0,Room_Type 1,2,2018,2,13,Online,0,0,0,79.0,1,Canceled
HTL15233,1,0,1,0,Meal Plan 1,0,Room_Type 1,10,2017,10,18,Corporate,0,0,0,65.0,0,Not_Canceled
HTL15234,2,1,0,1,Meal Plan 1,0,Room_Type 1,33,2018,8,11,Online,0,0,0,152.1,1,Not_Canceled
HTL15235,3,0,1,3,Meal Plan 1,0,Room_Type 1,80,2018,6,27,Offline,0,0,0,96.9,0,Not_Canceled
HTL15236,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,2018,5,20,Offline,0,0,0,65.0,1,Not_Canceled
HTL15237,2,0,0,4,Not Selected,0,Room_Type 1,23,2018,8,31,Online,0,0,0,110.0,2,Not_Canceled
HTL15238,2,0,0,1,Meal Plan 1,0,Room_Type 1,24,2017,10,2,Offline,0,0,0,111.6,0,Not_Canceled
HTL15239,3,0,1,2,Meal Plan 1,0,Room_Type 4,40,2018,7,15,Online,0,0,0,174.3,1,Not_Canceled
HTL15240,1,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,6,22,Online,0,0,0,94.5,1,Not_Canceled
HTL15241,2,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,9,7,Online,0,0,0,136.8,0,Canceled
HTL15242,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
HTL15243,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled
HTL15244,2,0,0,1,Meal Plan 1,0,Room_Type 1,118,2018,3,1,Offline,0,0,0,86.0,0,Not_Canceled
HTL15245,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
HTL15246,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Online,0,0,0,75.0,0,Canceled
HTL15247,2,0,2,5,Meal Plan 1,0,Room_Type 4,123,2018,8,1,Offline,0,0,0,91.7,0,Not_Canceled
HTL15248,2,0,0,1,Not Selected,0,Room_Type 1,46,2018,8,17,Online,0,0,0,125.1,2,Not_Canceled
HTL15249,2,0,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Online,0,0,0,108.38,1,Canceled
HTL15250,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,7,19,Online,0,0,0,123.9,0,Canceled
HTL15251,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,5,5,Online,0,0,0,114.3,0,Canceled
HTL15252,2,2,2,2,Meal Plan 1,0,Room_Type 2,25,2018,1,1,Online,0,0,0,178.25,0,Canceled
HTL15253,1,0,1,1,Meal Plan 1,1,Room_Type 1,1,2018,8,1,Online,0,0,0,124.0,1,Not_Canceled
HTL15254,2,0,2,2,Meal Plan 1,0,Room_Type 6,7,2018,9,11,Online,0,0,0,144.14,1,Canceled
HTL15255,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,3,20,Offline,0,0,0,85.0,0,Canceled
HTL15256,0,2,1,3,Meal Plan 1,0,Room_Type 2,121,2018,2,15,Online,0,0,0,58.91,2,Not_Canceled
HTL15257,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,139.5,2,Canceled
HTL15258,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,3,22,Online,0,0,0,78.3,0,Not_Canceled
HTL15259,2,0,1,3,Meal Plan 1,0,Room_Type 1,194,2018,9,12,Offline,0,0,0,101.4,1,Canceled
HTL15260,2,0,1,1,Not Selected,0,Room_Type 1,146,2018,6,27,Online,0,0,0,85.5,1,Canceled
HTL15261,1,0,0,1,Meal Plan 1,0,Room_Type 1,75,2017,12,9,Corporate,0,0,0,65.0,0,Not_Canceled
HTL15262,2,0,1,2,Meal Plan 1,0,Room_Type 1,11,2018,2,19,Offline,0,0,0,87.0,0,Not_Canceled
HTL15263,2,2,2,3,Meal Plan 1,0,Room_Type 2,151,2018,8,19,Online,0,0,0,198.59,0,Canceled
HTL15264,2,0,0,4,Not Selected,0,Room_Type 1,41,2018,1,20,Online,0,0,0,62.0,0,Not_Canceled
HTL15265,1,0,0,1,Not Selected,0,Room_Type 1,12,2018,7,20,Online,0,0,0,89.0,0,Canceled
HTL15266,2,0,2,3,Meal Plan 1,0,Room_Type 1,149,2018,8,27,Offline,0,0,0,80.75,0,Not_Canceled
HTL15267,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled
HTL15268,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110.0,1,Canceled
HTL15269,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,2018,1,30,Online,0,0,0,73.9,1,Not_Canceled
HTL15270,2,0,1,3,Meal Plan 1,1,Room_Type 1,151,2018,7,11,Online,0,0,0,110.58,1,Canceled
HTL15271,3,0,2,1,Meal Plan 1,0,Room_Type 4,16,2018,7,31,Online,0,0,0,173.67,1,Not_Canceled
HTL15272,1,0,0,1,Not Selected,0,Room_Type 1,5,2018,9,7,Online,1,0,1,149.0,1,Not_Canceled
HTL15273,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120.0,0,Canceled
HTL15274,2,0,2,3,Meal Plan 1,0,Room_Type 4,144,2018,5,22,Online,0,0,0,112.03,1,Not_Canceled
HTL15275,2,0,0,3,Meal Plan 1,0,Room_Type 1,179,2018,7,19,Offline,0,0,0,72.25,1,Not_Canceled
HTL15276,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,20,Complementary,0,0,0,0.0,0,Not_Canceled
HTL15277,2,0,0,3,Meal Plan 1,0,Room_Type 1,23,2018,9,15,Online,0,0,0,159.0,2,Not_Canceled
HTL15278,3,0,1,2,Meal Plan 1,0,Room_Type 4,22,2018,7,1,Online,0,0,0,168.3,0,Canceled
HTL15279,2,0,2,4,Meal Plan 1,0,Room_Type 4,83,2018,3,12,Online,0,0,0,82.45,0,Not_Canceled
HTL15280,2,0,2,5,Meal Plan 1,0,Room_Type 1,4,2017,8,14,Online,0,0,0,106.14,0,Not_Canceled
HTL15281,2,0,2,3,Meal Plan 1,0,Room_Type 4,51,2018,9,18,Online,0,0,0,149.4,1,Not_Canceled
HTL15282,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,4,7,Online,0,0,0,101.0,0,Canceled
HTL15283,2,0,2,2,Meal Plan 1,0,Room_Type 1,72,2018,3,27,Offline,0,0,0,68.0,0,Not_Canceled
HTL15284,1,0,1,3,Meal Plan 2,0,Room_Type 1,4,2018,3,7,Offline,0,0,0,88.0,0,Not_Canceled
HTL15285,2,0,2,1,Meal Plan 2,0,Room_Type 1,1,2017,8,29,Offline,0,0,0,47.25,0,Not_Canceled
HTL15286,2,0,0,2,Meal Plan 1,0,Room_Type 4,41,2018,6,17,Online,0,0,0,142.2,0,Canceled
HTL15287,1,0,0,3,Meal Plan 1,0,Room_Type 2,11,2018,3,16,Offline,0,0,0,62.0,0,Not_Canceled
HTL15288,2,0,0,3,Not Selected,0,Room_Type 1,64,2018,4,21,Online,0,0,0,94.5,0,Not_Canceled
HTL15289,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,8,31,Online,0,0,0,124.0,1,Not_Canceled
HTL15290,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,7,Aviation,0,0,0,95.0,0,Not_Canceled
HTL15291,2,1,2,5,Meal Plan 1,0,Room_Type 4,31,2018,1,30,Offline,0,0,0,84.03,3,Not_Canceled
HTL15292,1,0,1,2,Not Selected,0,Room_Type 1,11,2018,3,7,Offline,0,0,0,54.8,0,Canceled
HTL15293,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,12,19,Online,0,0,0,75.0,0,Not_Canceled
HTL15294,2,0,0,3,Not Selected,0,Room_Type 1,85,2018,6,30,Online,0,0,0,103.5,0,Canceled
HTL15295,2,0,0,3,Meal Plan 1,0,Room_Type 4,61,2018,4,7,Online,0,0,0,118.8,0,Not_Canceled
HTL15296,2,0,0,2,Not Selected,0,Room_Type 1,5,2018,5,31,Online,0,0,0,119.0,0,Not_Canceled
HTL15297,2,0,2,1,Meal Plan 1,0,Room_Type 4,142,2018,5,22,Online,0,0,0,114.3,0,Not_Canceled
HTL15298,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2018,8,26,Online,0,0,0,136.67,1,Not_Canceled
HTL15299,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
HTL15300,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,4,7,Online,0,0,0,112.5,0,Not_Canceled
HTL15301,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,2018,8,31,Online,0,0,0,109.8,1,Not_Canceled
HTL15302,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
HTL15303,2,0,0,3,Meal Plan 1,0,Room_Type 4,120,2018,9,28,Offline,0,0,0,108.57,0,Not_Canceled
HTL15304,3,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,7,26,Online,0,0,0,146.7,0,Canceled
HTL15305,2,0,1,2,Meal Plan 1,0,Room_Type 1,207,2018,6,10,Offline,0,0,0,80.75,0,Not_Canceled
HTL15306,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,8,13,Online,0,0,0,151.0,1,Canceled
HTL15307,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
HTL15308,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,11,17,Offline,0,0,0,86.6,1,Not_Canceled
HTL15309,2,0,1,2,Not Selected,0,Room_Type 1,78,2018,7,4,Online,0,0,0,107.1,0,Canceled
HTL15310,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2017,10,9,Online,0,0,0,126.0,1,Not_Canceled
HTL15311,2,1,2,3,Meal Plan 1,0,Room_Type 1,150,2018,8,28,Online,0,0,0,118.62,1,Not_Canceled
HTL15312,1,0,1,3,Meal Plan 1,1,Room_Type 1,0,2018,2,15,Aviation,0,0,0,88.0,0,Not_Canceled
HTL15313,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,19.15,0,Canceled
HTL15314,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
HTL15315,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
HTL15316,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,0,0,0,97.02,2,Not_Canceled
