Guest_ID,Stay_Duration_Days,Daily_Spend_ADR,Total_Spend
G4902,1,322.0,322.0
G1090,5,111.13,555.63
G1531,6,116.68,700.08
G2564,6,122.47,734.82
G0693,4,127.18,508.73
G5488,1,313.48,313.48
G3299,1,331.95,331.95
G4342,2,299.97,599.95
G2817,6,106.85,641.11
G1034,6,90.0,540.0
G3247,2,335.75,671.5
G0994,5,122.51,612.55
G3390,2,342.13,684.25
G4224,3,336.46,1009.37
G4067,1,325.85,325.85
G2158,5,144.18,720.91
G0329,6,104.08,624.47
G0611,6,115.34,692.04
G2938,5,99.19,495.97
G1963,6,113.77,682.6
G1771,6,115.15,690.91
G2209,5,104.74,523.71
G4385,1,324.97,324.97
G4201,2,334.38,668.75
G2508,7,90.0,630.0
G4297,1,294.66,294.66
G1021,6,136.7,820.2
G5810,2,343.04,686.09
G0533,5,113.97,569.83
G0578,6,108.62,651.7
G5384,2,308.69,617.37
G4417,2,349.09,698.17
G4328,2,337.47,674.94
G1314,6,118.83,713.01
G5191,2,327.59,655.19
G3655,1,336.3,336.3
G4587,1,342.39,342.39
G4483,1,309.93,309.93
G5296,2,311.55,623.1
G5149,2,310.84,621.68
G4344,1,315.48,315.48
G3381,3,329.97,989.9
G4407,1,331.81,331.81
G4205,1,329.99,329.99
G3376,2,314.61,629.23
G4834,1,326.24,326.24
G2218,5,109.93,549.65
G2471,7,130.15,911.08
G3442,1,326.23,326.23
G1882,7,128.74,901.17
G3494,2,335.89,671.77
G3916,1,334.35,334.35
G5181,1,279.37,279.37
G1184,4,109.15,436.6
G5689,3,325.43,976.3
G4250,1,330.09,330.09
G5925,1,322.55,322.55
G5215,1,337.6,337.6
G0242,5,143.68,718.42
G1727,5,117.11,585.53
G4976,2,333.72,667.45
G1348,6,99.18,595.07
G3568,1,337.75,337.75
G1835,5,95.89,479.43
G0204,7,127.79,894.52
G3957,2,335.88,671.76
G0264,4,126.73,506.91
G0146,6,119.7,718.2
G4667,1,342.78,342.78
G2050,6,113.13,678.8
G2865,6,109.33,656.0
G4264,2,327.65,655.31
G1186,6,118.59,711.57
G3617,2,345.23,690.46
G3696,1,318.05,318.05
G4179,1,352.63,352.63
G1284,6,124.73,748.39
G0151,6,123.42,740.52
G2460,6,112.97,677.79
G5108,2,321.85,643.7
G4623,1,336.86,336.86
G4622,1,336.72,336.72
G0413,4,134.92,539.66
G3656,3,349.57,1048.72
G1691,6,114.17,685.04
G3526,2,317.71,635.42
G4716,2,307.22,614.45
G5602,1,337.29,337.29
G3739,3,343.85,1031.54
G5980,1,363.55,363.55
G5068,2,336.8,673.6
G5257,2,289.06,578.12
G5772,2,340.91,681.81
G0158,6,116.09,696.56
G5898,2,334.19,668.38
G1791,4,112.34,449.38
G4812,1,333.39,333.39
G5544,1,343.71,343.71
G3367,1,325.15,325.15
G4409,1,347.32,347.32
G1757,5,100.03,500.14
G5077,1,321.71,321.71
G1373,4,104.08,416.32
G4295,2,331.55,663.09
G2763,6,105.19,631.12
G4637,1,318.1,318.1
G1510,7,114.3,800.13
G4807,2,321.37,642.74
G4321,2,333.78,667.56
G4087,2,315.47,630.95
G4797,1,301.44,301.44
G4711,2,347.62,695.24
G4304,2,315.52,631.04
G2713,6,123.57,741.4
G2665,6,110.12,660.74
G4869,1,319.33,319.33
G4968,1,314.61,314.61
G3893,1,324.55,324.55
G4561,1,323.42,323.42
G4112,2,357.96,715.93
G2682,5,111.58,557.91
G5831,1,321.74,321.74
G4441,3,325.23,975.68
G5238,1,330.59,330.59
G1916,5,117.11,585.57
G3699,1,348.05,348.05
G5352,1,338.08,338.08
G1665,7,122.18,855.29
G0464,6,125.24,751.41
G4301,1,358.61,358.61
G1024,8,122.84,982.69
G1846,4,120.31,481.24
G0524,6,131.29,787.75
G4601,1,347.83,347.83
G5246,1,328.81,328.81
G5218,1,328.09,328.09
G5798,2,318.6,637.19
G1238,5,111.53,557.63
G0291,5,129.19,645.93
G1261,6,124.98,749.86
G2526,6,108.88,653.3
G4135,1,314.22,314.22
G1604,5,128.12,640.58
G0718,6,138.08,828.47
G5930,2,317.51,635.03
G5542,1,346.66,346.66
G3200,1,323.13,323.13
G1174,5,105.34,526.69
G0166,6,97.48,584.89
G3498,2,340.91,681.82
G4952,2,345.39,690.78
G1920,5,127.93,639.64
G5362,2,321.16,642.32
G5588,1,315.86,315.86
G5229,1,326.08,326.08
G4593,1,328.78,328.78
G4700,2,298.74,597.47
G2834,5,123.21,616.03
G4863,1,329.81,329.81
G2114,4,100.96,403.83
G5825,2,313.23,626.45
G2385,6,123.42,740.54
G5995,1,336.77,336.77
G3846,2,326.42,652.84
G4010,2,342.28,684.56
G2444,6,109.59,657.54
G1317,4,103.73,414.9
G4614,1,319.8,319.8
G5519,1,342.66,342.66
G5525,1,317.7,317.7
G5305,2,315.11,630.21
G3956,1,340.46,340.46
G1345,6,108.46,650.77
G1134,6,127.72,766.31
G5516,2,353.0,705.99
G4710,1,321.68,321.68
G2940,5,137.31,686.57
G0404,6,114.01,684.07
G2276,4,122.83,491.33
G4255,2,330.74,661.47
G3039,2,341.61,683.22
G5013,1,328.0,328.0
G0438,4,102.24,408.95
G0824,5,116.83,584.13
G4573,1,311.87,311.87
G2024,4,99.01,396.02
G5649,2,333.12,666.24
G1730,7,115.19,806.35
G1854,6,116.49,698.93
G1982,4,123.87,495.48
G0723,4,98.62,394.48
G1855,7,126.82,887.71
G0315,7,111.39,779.7
G3404,2,326.89,653.78
G3933,2,339.85,679.71
G0168,7,116.58,816.06
G2488,5,119.28,596.42
G2755,5,113.04,565.21
G5354,2,350.55,701.09
G0828,5,119.88,599.38
G1645,4,121.37,485.49
G1060,5,112.63,563.15
G2339,6,111.53,669.17
G5268,1,342.13,342.13
G5461,1,338.83,338.83
G3122,2,308.67,617.33
G1845,6,126.66,759.98
G3489,2,322.8,645.59
G4081,2,357.73,715.46
G5894,1,325.82,325.82
G4171,1,356.55,356.55
G0568,4,125.74,502.97
G0248,5,107.67,538.34
G5125,1,345.91,345.91
G3113,2,345.93,691.87
G2633,6,116.51,699.08
G0353,6,119.28,715.7
G5186,1,314.38,314.38
G0488,4,121.65,486.6
G2527,6,126.19,757.12
G1375,7,124.94,874.61
G1396,6,101.42,608.55
G0319,6,126.22,757.31
G4989,2,339.37,678.74
G1970,7,129.53,906.69
G2284,5,121.0,604.98
G3151,3,339.88,1019.64
G0450,4,110.86,443.46
G2319,5,113.06,565.31
G3805,1,342.34,342.34
G5228,3,352.53,1057.58
G5756,2,348.53,697.06
G4354,2,317.09,634.19
G1814,6,106.96,641.76
G5169,1,328.38,328.38
G1508,6,117.66,705.94
G1115,6,131.3,787.78
G4861,3,327.76,983.27
G5604,2,331.52,663.05
G4071,2,323.39,646.77
G5313,2,317.27,634.53
G3067,1,316.55,316.55
G1355,5,119.04,595.21
G2624,7,119.77,838.37
G0451,5,110.22,551.12
G2542,4,131.7,526.8
G2456,7,128.99,902.96
G1663,3,109.34,328.03
G5592,1,312.57,312.57
G3726,2,325.51,651.01
G4390,2,338.69,677.37
G2904,6,125.6,753.61
G0010,6,110.29,661.73
G5907,2,338.15,676.3
G5844,1,322.1,322.1
G3843,3,321.79,965.38
G2598,6,112.23,673.4
G5267,2,334.21,668.43
G4708,1,316.59,316.59
G0762,6,114.89,689.33
G2238,5,127.03,635.13
G5326,2,343.7,687.41
G2932,5,107.04,535.2
G3435,2,353.14,706.28
G5166,3,332.83,998.48
G4604,1,312.21,312.21
G0900,5,118.8,593.98
G3259,1,371.53,371.53
G4794,1,336.62,336.62
G5535,2,344.57,689.14
G4544,2,287.84,575.68
G5838,1,335.15,335.15
G0898,6,122.11,732.63
G1256,4,125.35,501.42
G5661,3,316.77,950.32
G5781,1,328.8,328.8
G4090,2,352.59,705.18
G5309,1,322.64,322.64
G0507,5,118.23,591.15
G5514,2,309.08,618.16
G5579,1,348.24,348.24
G3542,1,321.39,321.39
G1372,7,109.54,766.78
G4752,2,346.49,692.99
G2720,6,95.95,575.7
G0962,7,133.9,937.33
G0281,6,106.38,638.3
G1004,5,119.73,598.63
G0267,7,106.22,743.52
G2600,5,119.59,597.95
G0980,6,104.5,627.02
G4682,1,331.43,331.43
G1415,5,117.0,585.02
G0229,5,122.79,613.97
G0625,7,133.98,937.84
G3293,2,306.5,612.99
G5432,1,335.22,335.22
G1077,4,111.37,445.48
G5463,2,321.34,642.68
G0510,5,109.66,548.32
G1710,5,114.61,573.06
G4169,2,314.53,629.07
G5842,2,315.37,630.73
G4011,2,343.83,687.66
G1087,7,123.6,865.17
G0297,6,131.76,790.58
G4028,1,326.17,326.17
G2125,6,121.89,731.35
G2521,6,107.54,645.24
G3915,2,339.82,679.63
G5269,1,346.42,346.42
G2987,5,107.03,535.14
G3145,2,323.56,647.13
G3776,2,353.81,707.62
G1557,6,104.94,629.66
G3369,1,344.63,344.63
G2428,5,114.8,574.0
G0349,5,121.79,608.95
G3883,1,312.01,312.01
G5755,1,321.01,321.01
G4156,1,345.84,345.84
G5754,1,326.07,326.07
G1547,5,114.0,569.98
G0739,7,111.29,779.06
G2784,4,135.98,543.93
G1145,5,99.81,499.05
G5226,1,288.49,288.49
G1387,7,108.14,756.96
G4318,2,304.97,609.94
G1057,5,129.62,648.11
G5611,1,339.95,339.95
G1312,6,97.54,585.26
G3433,1,325.77,325.77
G1254,6,104.08,624.5
G3595,1,331.55,331.55
G5612,2,369.04,738.07
G0701,5,125.65,628.26
G5376,1,304.78,304.78
G3873,1,325.2,325.2
G2200,6,124.26,745.54
G5816,2,340.56,681.12
G0280,5,120.54,602.7
G4999,2,341.87,683.73
G2083,4,115.84,463.38
G0033,5,119.54,597.68
G1431,6,97.19,583.13
G4815,2,323.1,646.21
G3118,1,340.94,340.94
G3818,1,330.03,330.03
G3426,2,330.35,660.69
G1179,5,133.13,665.67
G2762,5,120.17,600.83
G0602,5,107.81,539.04
G4771,2,348.56,697.12
G4230,2,317.71,635.42
G4726,1,319.37,319.37
G1984,6,113.53,681.17
G4581,2,313.67,627.34
G0410,6,135.47,812.81
G4864,1,325.08,325.08
G3368,1,350.03,350.03
G2805,5,126.77,633.86
G2477,5,113.17,565.83
G3188,2,335.88,671.75
G3025,1,330.71,330.71
G4155,1,331.16,331.16
G2214,5,118.99,594.97
G1349,4,105.6,422.38
G5877,1,327.08,327.08
G1440,6,120.0,720.01
G4566,1,308.38,308.38
G3586,2,306.38,612.77
G3529,2,332.63,665.27
G5353,2,353.31,706.63
G5783,2,302.46,604.92
G5819,2,331.81,663.62
G3065,2,336.85,673.69
G3223,1,344.08,344.08
G2067,3,115.31,345.94
G3017,3,304.49,913.47
G0381,5,136.65,683.25
G1386,6,110.96,665.74
G3395,1,332.55,332.55
G3592,1,325.32,325.32
G2403,5,120.34,601.72
G2478,7,114.8,803.61
G1823,5,106.54,532.72
G0489,7,105.75,740.28
G1683,5,129.71,648.55
G5083,1,338.1,338.1
G1905,5,121.45,607.23
G0793,6,117.57,705.43
G0547,6,121.87,731.22
G2153,6,120.18,721.09
G1231,5,99.29,496.46
G3155,2,325.57,651.15
G0331,5,124.14,620.69
G0608,4,125.82,503.28
G3092,2,324.79,649.57
G5203,1,320.03,320.03
G1172,6,113.39,680.36
G2686,6,100.06,600.36
G1293,5,100.16,500.8
G1861,5,110.24,551.21
G4921,2,354.38,708.76
G0789,5,116.81,584.05
G3728,1,309.37,309.37
G2038,5,108.13,540.66
G3877,2,358.44,716.88
G3509,1,323.94,323.94
G1453,6,126.5,758.98
G1587,6,125.22,751.29
G5206,1,329.3,329.3
G5636,1,332.7,332.7
G5826,1,342.33,342.33
G4744,2,324.12,648.23
G4103,2,298.46,596.92
G5734,1,327.11,327.11
G3173,1,339.47,339.47
G1185,5,110.21,551.06
G1650,8,112.71,901.65
G0216,6,132.82,796.91
G2625,6,132.16,792.95
G4154,2,308.88,617.75
G5801,1,329.99,329.99
G2955,5,120.31,601.54
G0938,6,101.67,610.03
G3974,2,339.06,678.11
G5016,2,331.15,662.3
G5342,1,322.27,322.27
G5833,1,336.5,336.5
G3754,2,335.05,670.1
G4722,2,300.32,600.65
G3847,2,334.03,668.05
G2472,8,118.82,950.54
G1144,6,118.12,708.7
G2286,6,119.16,714.95
G3026,2,340.42,680.84
G0232,6,94.74,568.45
G5835,2,308.34,616.68
G1765,5,105.06,525.28
G5199,3,337.26,1011.77
G2366,7,100.03,700.18
G3427,1,315.33,315.33
G2757,6,120.7,724.23
G0838,5,118.8,593.99
G5450,2,304.9,609.81
G0473,4,115.52,462.09
G3190,2,354.15,708.31
G4745,2,355.17,710.35
G0076,6,133.18,799.08
G0005,5,120.57,602.83
G3823,1,317.9,317.9
G4320,1,360.91,360.91
G1109,5,113.0,564.98
G2210,5,115.62,578.12
G5989,2,368.19,736.38
G5494,1,349.47,349.47
G2570,5,105.02,525.09
G0716,7,113.42,793.93
G0749,5,129.29,646.44
G2724,7,108.96,762.73
G5631,1,352.41,352.41
G1760,7,122.22,855.53
G1583,4,114.94,459.76
G1842,4,115.76,463.03
G2228,5,119.16,595.79
G3459,1,345.68,345.68
G5134,3,347.44,1042.32
G2360,6,112.25,673.51
G3979,2,314.81,629.62
G2072,7,112.8,789.62
G1188,5,107.84,539.2
G0477,6,124.78,748.67
G0756,8,95.31,762.49
G5997,2,328.91,657.82
G0600,6,112.73,676.35
G2822,6,117.69,706.12
G0260,6,129.36,776.18
G2059,6,113.61,681.69
G4534,1,342.23,342.23
G5932,2,362.66,725.32
G5613,2,337.16,674.33
G5421,2,332.76,665.53
G2903,5,113.48,567.4
G5133,2,335.44,670.88
G4187,1,310.84,310.84
G0057,5,109.44,547.22
G3344,1,336.67,336.67
G5249,4,348.56,1394.24
G2709,5,107.27,536.33
G1931,4,125.97,503.86
G3679,1,334.26,334.26
G3453,1,320.61,320.61
G1148,4,114.05,456.21
G0347,4,112.16,448.62
G4457,1,322.02,322.02
G3202,1,322.86,322.86
G1925,8,119.47,955.79
G3952,2,333.41,666.82
G5160,1,357.09,357.09
G0337,5,101.34,506.71
G4508,1,301.76,301.76
G0819,6,111.02,666.14
G2145,5,124.08,620.4
G2263,7,117.72,824.07
G5914,2,319.24,638.47
G5998,2,342.57,685.14
G1388,7,100.67,704.71
G5139,1,321.93,321.93
G1987,6,112.79,676.74
G4782,2,305.53,611.07
G0964,6,122.69,736.13
G5049,1,327.2,327.2
G0493,6,119.96,719.77
G1903,7,104.73,733.08
G5812,2,311.23,622.46
G5460,2,324.27,648.55
G1797,5,119.86,599.31
G0846,6,123.28,739.69
G2097,6,123.89,743.35
G3616,1,336.1,336.1
G4397,2,322.95,645.89
G2837,7,95.95,671.67
G2942,5,122.71,613.57
G5837,1,329.67,329.67
G4475,1,335.44,335.44
G4393,1,346.34,346.34
G2410,4,126.19,504.74
G3707,1,353.37,353.37
G3222,1,327.17,327.17
G4303,1,358.31,358.31
G2223,6,112.75,676.51
G3051,2,336.33,672.67
G0816,4,97.07,388.28
G2299,6,121.96,731.78
G3711,2,314.3,628.59
G1347,3,114.53,343.58
G2552,4,119.07,476.26
G3037,2,330.5,660.99
G0822,7,117.69,823.85
G5598,2,367.85,735.7
G0661,5,111.4,557.0
G2118,5,109.11,545.53
G3226,1,332.71,332.71
G1614,5,109.88,549.38
G1790,7,113.3,793.08
G5635,1,344.66,344.66
G2681,6,105.49,632.93
G2452,5,116.11,580.54
G4249,1,341.99,341.99
G1839,5,128.51,642.54
G2877,5,98.82,494.11
G3924,1,345.7,345.7
G3638,1,352.45,352.45
G2831,4,112.64,450.54
G1333,5,122.55,612.74
G0595,7,127.59,893.15
G4987,2,354.98,709.96
G4525,1,333.43,333.43
G0129,6,115.73,694.36
G1147,4,118.88,475.54
G4176,2,326.99,653.98
G2736,5,112.19,560.94
G1401,4,119.87,479.49
G0518,5,119.24,596.22
G2392,5,116.62,583.08
G2449,5,118.2,591.0
G1780,5,90.0,450.0
G2351,7,121.14,847.96
G5880,1,320.65,320.65
G3814,1,346.81,346.81
G5010,2,328.82,657.64
G1061,6,122.5,734.99
G5788,1,346.67,346.67
G1119,6,110.45,662.71
G4415,3,330.05,990.16
G3216,1,348.03,348.03
G2651,5,113.24,566.19
G2316,6,112.4,674.38
G3777,2,336.0,672.0
G2530,4,113.9,455.6
G2532,5,107.51,537.54
G2454,5,103.92,519.59
G0735,7,122.93,860.52
G1851,5,90.0,450.0
G0145,6,119.32,715.94
G5972,2,308.25,616.5
G4717,1,330.69,330.69
G5875,2,324.65,649.31
G2905,4,106.06,424.25
G2634,6,117.98,707.91
G2565,5,115.31,576.57
G0748,5,116.78,583.92
G3610,2,337.49,674.97
G2480,6,125.99,755.94
G0839,6,105.32,631.92
G1462,4,133.49,533.97
G4294,1,327.39,327.39
G0841,5,108.86,544.28
G4670,1,320.99,320.99
G2539,4,102.68,410.7
G2030,5,115.15,575.73
G1702,6,100.55,603.29
G0690,6,113.48,680.9
G3091,2,340.46,680.92
G2851,5,117.43,587.16
G1972,3,114.19,342.57
G1236,7,103.21,722.44
G2631,6,107.6,645.57
G2230,7,124.58,872.06
G1416,6,121.09,726.53
G4903,2,307.28,614.57
G4268,2,328.13,656.26
G2455,6,124.76,748.56
G3590,2,341.98,683.96
G4204,1,330.83,330.83
G1935,8,110.4,883.22
G0474,7,104.39,730.76
G1697,4,120.1,480.41
G2891,6,112.72,676.34
G4263,2,338.87,677.73
G1581,6,117.09,702.57
G2337,6,109.87,659.25
G3686,2,344.88,689.76
G5034,2,344.86,689.72
G1511,4,103.13,412.52
G3781,2,323.13,646.27
G2771,5,133.88,669.42
G2213,6,113.25,679.48
G3362,2,351.21,702.41
G2943,6,115.01,690.07
G4356,2,368.59,737.18
G2774,4,106.64,426.56
G2288,5,128.63,643.17
G3746,1,339.76,339.76
G0322,6,105.96,635.76
G5175,1,339.92,339.92
G3603,2,332.85,665.71
G0645,5,106.89,534.45
G3737,2,336.28,672.56
G4186,2,373.71,747.42
G4131,1,334.87,334.87
G1140,6,115.04,690.25
G2510,4,113.58,454.33
G1146,6,90.0,540.0
G4806,1,320.09,320.09
G0195,6,99.65,597.9
G3050,1,343.45,343.45
G5447,2,324.17,648.34
G0647,3,117.59,352.76
G5102,1,315.13,315.13
G1965,6,108.44,650.66
G3400,1,339.6,339.6
G0431,4,119.67,478.66
G5965,2,317.62,635.25
G0456,5,135.53,677.65
G5230,2,330.14,660.28
G0757,6,116.03,696.21
G1159,6,108.5,651.01
G4395,2,340.76,681.52
G3705,1,338.14,338.14
G5322,1,340.36,340.36
G3752,1,332.15,332.15
G2060,6,110.76,664.57
G3475,1,298.1,298.1
G0927,5,124.6,623.02
G2225,5,144.36,721.78
G4881,1,317.24,317.24
G2698,4,107.55,430.19
G4177,2,328.83,657.66
G1748,6,104.14,624.83
G3038,1,350.2,350.2
G0959,6,126.17,757.01
G0494,5,109.65,548.23
G1053,6,119.6,717.62
G3483,1,308.87,308.87
G3269,2,356.81,713.62
G4365,2,315.83,631.65
G1244,4,121.99,487.95
G0936,5,118.88,594.42
G0253,8,121.39,971.09
G4532,2,322.1,644.21
G0884,7,106.1,742.68
G0308,5,118.62,593.08
G1364,5,126.95,634.77
G3444,2,331.19,662.39
G3876,1,329.69,329.69
G4907,2,317.48,634.96
G4663,1,344.24,344.24
G4459,1,323.55,323.55
G3309,1,333.3,333.3
G0698,4,118.33,473.3
G5377,1,329.87,329.87
G5143,1,310.12,310.12
G0542,4,129.51,518.04
G3386,2,335.5,671.0
G2544,5,113.02,565.12
G4308,2,335.79,671.58
G5150,1,343.66,343.66
G5179,2,324.57,649.15
G1777,5,114.76,573.79
G5603,3,313.4,940.21
G0896,6,125.02,750.1
G1940,6,101.0,606.0
G4277,1,331.78,331.78
G0717,6,147.43,884.59
G1809,4,129.27,517.09
G4206,2,347.95,695.9
G0719,5,113.19,565.93
G5414,2,333.73,667.46
G0321,6,116.96,701.77
G3125,2,339.08,678.17
G1815,5,118.07,590.37
G2408,6,126.5,759.02
G4828,1,334.21,334.21
G5381,2,337.18,674.37
G0338,5,113.51,567.55
G0876,7,126.92,888.43
G0422,7,114.23,799.59
G3221,2,334.3,668.59
G4316,2,343.73,687.46
G3938,1,342.87,342.87
G3290,1,343.38,343.38
G4856,1,318.46,318.46
G5279,1,336.39,336.39
G1435,5,109.47,547.35
G2567,5,125.88,629.39
G3070,1,340.87,340.87
G2684,6,115.48,692.87
G4866,1,352.08,352.08
G2092,6,107.94,647.65
G4337,1,317.67,317.67
G2814,5,106.58,532.91
G5924,1,320.82,320.82
G3106,2,324.85,649.7
G1830,6,104.49,626.96
G2579,6,101.52,609.11
G5073,1,313.27,313.27
G3859,1,338.34,338.34
G3123,1,340.22,340.22
G5518,2,341.78,683.55
G5784,1,323.38,323.38
G2753,5,128.91,644.55
G4057,1,326.66,326.66
G0437,7,120.74,845.16
G3457,1,341.72,341.72
G0969,5,135.15,675.76
G5973,1,315.51,315.51
G2106,7,117.02,819.12
G3695,2,326.54,653.08
G3892,4,343.74,1374.95
G4049,1,336.86,336.86
G2156,5,114.89,574.46
G5590,1,315.48,315.48
G4853,2,326.93,653.86
G4025,2,341.48,682.96
G0039,4,105.37,421.49
G4387,1,311.56,311.56
G1738,4,115.34,461.36
G5647,1,347.2,347.2
G4859,1,344.92,344.92
G2432,4,108.83,435.31
G4411,2,330.04,660.09
G1840,5,108.46,542.32
G1812,6,95.86,575.16
G3084,2,334.53,669.07
G4613,1,350.75,350.75
G3461,1,335.72,335.72
G2115,6,113.66,681.95
G0255,4,118.68,474.7
G0593,6,138.04,828.22
G5912,1,310.28,310.28
G3898,1,325.95,325.95
G0835,5,105.3,526.49
G0872,5,116.58,582.89
G1753,5,112.64,563.2
G5154,1,292.84,292.84
G4110,2,349.7,699.4
G1933,5,130.34,651.72
G1036,7,124.57,871.97
G0831,4,112.97,451.9
G1593,6,120.46,722.75
G5936,1,333.92,333.92
G1017,5,110.19,550.96
G5740,1,332.02,332.02
G0018,6,90.0,540.0
G1617,6,126.46,758.76
G0025,5,96.3,481.51
G0951,5,120.15,600.76
G2150,4,118.26,473.02
G5866,2,313.06,626.13
G0662,5,107.72,538.6
G3149,1,322.26,322.26
G2064,5,101.59,507.95
G2436,5,108.87,544.35
G2593,5,107.46,537.31
G0743,5,118.22,591.08
G2309,6,107.41,644.46
G4801,1,321.48,321.48
G2010,6,113.58,681.51
G5201,1,343.6,343.6
G3333,1,321.38,321.38
G0785,6,119.64,717.86
G5664,2,320.57,641.15
G4064,2,356.73,713.45
G3682,2,309.23,618.46
G2009,6,107.66,645.95
G5055,1,342.4,342.4
G2183,5,112.99,564.97
G1648,6,114.65,687.93
G5471,1,349.3,349.3
G5155,2,314.42,628.84
G1837,4,110.32,441.26
G5314,1,310.37,310.37
G2261,6,127.53,765.15
G2025,2,137.77,275.54
G2147,4,113.76,455.03
G1786,4,111.94,447.78
G1224,6,126.79,760.71
G0079,6,117.34,704.04
G2270,5,122.24,611.21
G3884,1,336.72,336.72
G1802,5,114.43,572.13
G3171,1,313.52,313.52
G3096,2,332.33,664.67
G3445,2,351.51,703.03
G5911,1,333.81,333.81
G3584,1,334.04,334.04
G2035,7,122.16,855.1
G4077,2,320.15,640.29
G0481,5,111.98,559.89
G0393,4,114.26,457.04
G0132,6,114.62,687.75
G1304,5,122.03,610.17
G2643,5,90.0,450.0
G4531,2,353.11,706.22
G1911,7,109.82,768.72
G3774,1,326.81,326.81
G2735,7,109.26,764.81
G3841,1,313.4,313.4
G3725,1,318.74,318.74
G5668,1,321.92,321.92
G2547,4,135.36,541.43
G3001,1,341.48,341.48
G3283,2,317.35,634.7
G3850,1,340.28,340.28
G4363,2,333.68,667.36
G4280,2,347.84,695.69
G4188,3,313.75,941.26
G0465,5,116.75,583.76
G2196,5,110.71,553.57
G4638,1,312.14,312.14
G5477,2,347.57,695.13
G1704,7,120.78,845.46
G2197,6,125.29,751.77
G1818,5,106.26,531.28
G1291,6,120.09,720.52
G4133,2,317.17,634.34
G1229,6,117.77,706.59
G3146,1,304.43,304.43
G3923,2,304.22,608.43
G0351,6,109.81,658.84
G3745,1,338.59,338.59
G4017,1,313.89,313.89
G0583,6,134.2,805.22
G2437,5,114.43,572.15
G1755,6,109.65,657.91
G2657,4,125.1,500.41
G0433,5,120.22,601.11
G3587,2,336.12,672.23
G4005,2,347.96,695.92
G2548,5,119.69,598.45
G0794,4,112.59,450.37
G5371,1,318.53,318.53
G0397,4,120.06,480.22
G4507,2,324.12,648.25
G4747,2,327.27,654.55
G4669,1,330.99,330.99
G3569,2,362.35,724.69
G0208,6,123.3,739.81
G1989,5,116.93,584.63
G5941,2,344.77,689.54
G5807,1,308.67,308.67
G2849,5,105.79,528.93
G2511,6,116.36,698.13
G1495,7,123.57,864.97
G0744,6,116.68,700.08
G3602,2,349.03,698.06
G3573,3,322.66,967.98
G2750,5,105.24,526.18
G2289,5,108.95,544.74
G1596,4,116.58,466.32
G5378,1,344.64,344.64
G3636,1,308.9,308.9
G2692,5,97.54,487.68
G4109,1,328.85,328.85
G2517,6,120.05,720.27
G1873,5,102.55,512.77
G0842,6,107.9,647.41
G1852,7,140.49,983.43
G0175,6,104.98,629.87
G1108,4,128.57,514.26
G5080,2,353.44,706.87
G2522,8,108.38,867.08
G4350,2,326.77,653.54
G3772,2,334.26,668.51
G2393,4,116.03,464.11
G5854,1,336.56,336.56
G5479,3,310.82,932.46
G0773,6,107.18,643.08
G3860,2,360.81,721.62
G3207,1,345.79,345.79
G2677,6,116.8,700.78
G4279,1,332.06,332.06
G2804,4,133.19,532.76
G1029,6,130.99,785.91
G2181,5,117.19,585.93
G4261,3,330.6,991.81
G1565,6,122.92,737.51
G1272,6,109.76,658.58
G4343,2,320.23,640.46
G2857,5,92.76,463.82
G3496,2,311.86,623.72
G1544,5,109.02,545.12
G4517,3,313.07,939.22
G1466,6,103.44,620.62
G4934,2,331.54,663.08
G2233,4,104.44,417.76
G5208,1,321.16,321.16
G0992,3,110.29,330.86
G3380,2,332.36,664.71
G4687,1,305.43,305.43
G1709,5,124.55,622.76
G1155,7,124.9,874.31
G3159,2,350.97,701.94
G0722,4,132.03,528.13
G4519,1,306.6,306.6
G4942,2,314.28,628.57
G4480,1,335.9,335.9
G4369,1,309.46,309.46
G2320,4,120.4,481.61
G3527,1,312.17,312.17
G2868,5,108.02,540.11
G0998,6,111.8,670.78
G3315,2,328.05,656.11
G5851,3,337.03,1011.08
G4929,2,314.31,628.63
G5657,1,351.99,351.99
G3792,1,335.03,335.03
G2306,9,125.82,1132.39
G4789,1,303.87,303.87
G5111,1,317.23,317.23
G2610,7,115.38,807.64
G3285,1,332.97,332.97
G5762,1,342.27,342.27
G3564,2,350.86,701.72
G3109,2,352.99,705.97
G5107,1,337.83,337.83
G1858,5,124.49,622.44
G3343,1,350.95,350.95
G2652,7,115.83,810.81
G3736,2,327.85,655.69
G1721,6,125.07,750.43
G1739,6,101.35,608.1
G2669,6,97.7,586.18
G3351,3,334.87,1004.62
G0512,5,106.23,531.16
G4875,3,351.29,1053.86
G2872,6,117.08,702.5
G3410,2,350.34,700.67
G1518,6,118.44,710.64
G0751,5,109.14,545.7
G1766,5,117.5,587.48
G2379,5,121.09,605.44
G3261,2,301.12,602.23
G0724,6,97.14,582.82
G0212,7,103.22,722.54
G1097,6,120.95,725.73
G3511,2,294.13,588.27
G2425,4,113.22,452.9
G4923,1,355.38,355.38
G1482,5,117.86,589.29
G3894,2,326.75,653.51
G2144,6,110.93,665.55
G5954,1,285.09,285.09
G1365,7,109.03,763.24
G1921,4,131.64,526.55
G4105,2,317.13,634.25
G5628,2,320.59,641.19
G5323,3,332.14,996.42
G5742,2,328.24,656.48
G2273,5,103.0,515.01
G2132,6,123.44,740.63
G3049,1,327.1,327.1
G3577,1,305.85,305.85
