Guest_ID,Lead_Time_Days,Avg_Daily_Rate_USD,Length_Of_Stay_Days
G_4438,4.6,67.9,1.3
G_621,1.8,237.6,1.8
G_5340,4.0,72.8,3.6
G_4149,4.4,82.2,2.0
G_3627,76.5,133.7,5.9
G_4113,4.1,72.6,3.5
G_3407,54.4,106.0,5.8
G_3385,56.3,115.5,6.7
G_645,2.6,192.8,2.3
G_2790,70.3,115.8,6.3
G_5437,0.0,74.2,5.0
G_1790,5.0,252.6,2.0
G_1062,1.0,211.7,2.5
G_4158,6.4,82.4,3.1
G_4600,5.9,79.5,2.0
G_121,4.2,280.3,1.7
G_2917,43.7,165.3,6.9
G_3881,40.2,130.9,7.1
G_4130,4.0,55.2,3.7
G_4820,7.5,78.2,3.0
G_3195,71.2,109.8,6.5
G_1231,2.2,209.6,2.9
G_2761,72.3,149.4,8.4
G_5538,6.6,59.6,3.3
G_5575,5.2,78.0,3.3
G_5953,8.6,66.4,2.2
G_3307,75.3,146.6,6.6
G_135,1.6,211.1,1.9
G_3484,55.3,135.5,6.3
G_2580,33.1,138.6,6.6
G_2841,50.5,115.9,5.1
G_3793,46.1,133.6,9.4
G_5717,6.9,82.9,3.4
G_2219,56.0,125.6,8.8
G_512,2.9,233.7,2.5
G_5985,5.9,68.1,3.4
G_063,1.3,229.8,1.5
G_1554,1.8,282.8,2.3
G_3771,73.4,80.0,4.1
G_5217,5.9,66.2,2.7
G_5589,3.6,64.1,2.6
G_1719,4.1,215.5,2.3
G_2861,47.6,135.9,6.8
G_4371,5.6,67.7,3.2
G_2096,71.1,180.0,9.4
G_680,4.9,213.4,2.1
G_3687,52.5,92.3,8.7
G_1212,2.0,190.5,1.5
G_123,5.1,219.5,2.5
G_2642,86.9,114.6,6.1
G_3086,30.0,121.9,7.0
G_4078,5.9,80.6,2.2
G_4918,4.5,93.6,2.6
G_3177,77.8,155.2,7.4
G_1211,1.1,249.6,2.1
G_568,1.5,236.3,1.4
G_3430,36.6,170.5,7.8
G_549,3.6,245.5,2.2
G_865,2.1,230.2,2.0
G_4540,3.5,62.4,1.3
G_1393,6.0,218.2,2.1
G_5726,6.5,66.5,3.9
G_2403,54.5,142.5,8.8
G_3985,63.6,106.1,8.0
G_2058,75.4,124.2,4.5
G_4771,7.6,71.0,1.8
G_721,3.5,268.9,2.5
G_3838,58.8,153.4,7.5
G_2883,49.1,149.6,6.3
G_691,2.5,194.6,2.0
G_603,4.3,204.1,2.8
G_2216,35.4,134.8,5.6
G_4968,3.3,100.0,3.3
G_5376,5.8,78.6,2.8
G_5016,2.4,84.5,3.4
G_5578,6.0,77.7,2.7
G_504,3.8,204.7,2.2
G_4503,3.5,83.0,1.9
G_319,3.5,206.0,2.1
G_5879,5.6,69.9,1.2
G_5514,5.7,61.4,2.9
G_275,1.5,192.8,1.0
G_5156,6.6,75.2,2.4
G_3621,48.0,137.2,6.5
G_1362,3.9,177.8,2.1
G_4196,6.0,72.7,1.8
G_1527,5.8,215.1,2.6
G_2367,56.3,141.4,5.5
G_3376,89.6,109.5,4.5
G_4161,4.2,85.6,2.2
G_2292,82.0,174.2,4.9
G_3289,73.0,130.4,5.8
G_3876,54.7,129.6,4.7
G_3559,47.0,118.5,7.2
G_5158,8.8,83.9,2.1
G_946,1.4,191.3,2.5
G_4717,4.8,72.9,3.1
G_5782,3.5,74.2,1.9
G_296,2.0,233.1,1.2
G_3167,88.5,104.9,5.1
G_2183,34.1,130.0,8.1
G_299,4.2,236.3,1.5
G_069,3.5,255.6,1.4
G_4393,7.7,69.6,3.7
G_737,3.4,211.6,1.6
G_3476,86.0,130.6,9.1
G_4267,3.8,80.6,2.8
G_2989,59.7,160.5,7.9
G_3647,31.9,140.0,8.7
G_1504,3.0,221.3,1.3
G_2073,62.8,117.6,8.5
G_151,3.4,215.6,2.0
G_757,3.7,224.9,1.3
G_5899,5.0,66.7,1.9
G_3502,61.8,156.5,7.6
G_1704,4.7,199.1,1.7
G_5467,6.1,83.7,2.3
G_2105,46.6,106.9,5.7
G_170,1.9,231.7,1.6
G_2155,70.9,148.5,7.1
G_377,4.3,211.0,1.0
G_2026,61.7,127.3,9.2
G_860,3.9,224.9,1.9
G_2688,46.1,157.6,6.6
G_5036,6.7,87.2,2.6
G_5349,1.1,59.3,3.2
G_379,6.3,209.7,2.1
G_4784,3.6,80.1,3.0
G_5457,3.3,74.6,1.4
G_1295,3.1,189.8,2.7
G_4972,6.7,72.4,2.3
G_1433,4.3,233.1,2.1
G_5326,8.0,69.4,2.4
G_5860,5.1,74.9,2.9
G_2943,79.5,127.1,8.0
G_1780,2.0,217.8,2.3
G_3389,66.6,150.5,7.9
G_5163,5.4,50.0,2.7
G_5136,6.0,92.8,2.8
G_3544,80.2,118.6,8.4
G_842,4.0,182.1,2.0
G_2573,92.1,138.2,5.2
G_1190,1.5,265.7,2.9
G_176,4.2,272.2,2.2
G_4776,5.6,71.0,2.5
G_928,3.6,225.4,2.1
G_3259,51.2,180.0,6.3
G_046,1.9,248.0,1.8
G_1261,3.8,214.0,2.6
G_1097,3.1,246.0,2.4
G_1444,1.1,259.7,1.7
G_2108,47.1,146.4,6.8
G_5004,3.2,84.5,2.5
G_1188,2.7,242.3,2.1
G_5094,2.7,77.0,2.0
G_3788,50.4,163.5,8.7
G_1031,2.6,157.8,1.4
G_4818,6.1,67.4,3.7
G_301,1.8,246.3,1.8
G_2524,72.1,109.7,6.9
G_1473,2.8,221.3,1.8
G_284,1.1,195.5,2.5
G_4383,3.6,91.6,1.8
G_2481,70.4,123.6,8.7
G_4756,4.2,81.3,1.7
G_3347,47.7,136.6,6.6
G_1814,4.3,222.4,1.6
G_3888,35.2,123.3,6.5
G_4314,2.4,72.7,2.6
G_4142,2.8,69.3,2.5
G_5062,9.3,75.4,3.0
G_4828,2.1,90.6,3.3
G_2933,63.7,130.4,5.3
G_2120,54.8,130.2,5.3
G_5658,7.3,69.2,3.3
G_4815,6.1,92.7,2.0
G_3808,85.8,149.5,7.3
G_5706,7.3,88.9,3.1
G_5775,4.7,88.1,1.5
G_2331,79.8,125.7,5.8
G_2030,51.2,131.7,6.9
G_5465,5.5,76.4,3.1
G_258,1.9,209.5,2.7
G_508,1.7,251.1,2.1
G_1943,3.4,205.1,2.0
G_100,2.6,240.4,2.0
G_2956,33.7,151.0,6.8
G_745,3.8,156.8,2.8
G_4571,2.9,72.8,2.8
G_5553,4.0,50.0,2.1
G_1376,2.7,194.4,2.4
G_3867,72.9,136.4,6.9
G_3820,63.5,152.2,8.0
G_3683,56.8,149.8,9.9
G_1955,2.1,205.5,2.3
G_4747,8.9,82.0,3.5
G_1158,6.4,222.7,3.5
G_4369,6.5,89.5,1.5
G_3366,71.5,100.0,8.0
G_4906,1.5,86.3,3.8
G_1438,5.4,188.1,2.6
G_367,3.3,206.6,1.7
G_4814,6.5,66.0,1.7
G_2942,74.5,166.8,5.4
G_403,3.0,206.3,1.6
G_4645,5.6,76.0,3.8
G_5655,5.9,73.9,3.7
G_950,3.4,179.2,2.2
G_2782,60.1,149.1,4.6
G_020,1.0,189.0,2.0
G_230,4.0,245.2,2.0
G_4188,4.1,73.2,2.6
G_669,1.0,233.8,1.6
G_219,2.3,272.5,2.2
G_5008,4.3,70.4,2.7
G_4025,6.9,56.7,1.8
G_3572,60.4,118.8,6.6
G_2514,55.4,139.6,4.9
G_4391,7.5,63.9,1.9
G_586,3.4,204.4,2.6
G_1913,4.0,245.2,2.6
G_5378,4.0,86.5,1.4
G_4432,8.1,67.4,3.7
G_4348,4.9,56.7,2.8
G_3830,42.8,116.9,7.2
G_3480,54.7,150.9,5.2
G_4578,4.9,77.5,4.5
G_778,2.6,214.0,2.6
G_2315,76.5,147.3,6.0
G_1019,2.5,208.7,2.1
G_1607,3.2,200.5,1.4
G_2506,56.1,123.9,8.1
G_2808,70.4,129.4,7.0
G_4589,1.8,65.6,3.7
G_3214,53.9,140.7,7.9
G_1492,6.8,214.7,2.5
G_4985,6.6,58.5,1.8
G_5248,4.7,61.8,2.4
G_4341,4.2,89.6,2.4
G_3661,80.6,129.0,5.7
G_4488,7.7,90.3,2.4
G_2878,49.0,105.5,8.5
G_1594,4.4,183.0,2.2
G_518,1.5,164.5,2.2
G_322,3.9,239.5,1.9
G_5265,7.3,78.1,3.7
G_5636,5.8,82.2,2.7
G_4100,5.3,77.3,2.9
G_3690,57.1,135.9,9.0
G_218,2.6,218.3,1.8
G_2656,87.3,106.5,9.2
G_2389,72.6,118.2,9.7
G_361,3.8,194.3,2.2
G_4376,5.1,82.8,2.3
G_3337,59.5,157.8,7.3
G_3011,64.4,136.8,7.3
G_2319,74.4,113.5,8.7
G_1053,3.7,212.8,2.2
G_5141,5.1,80.8,3.3
G_760,4.1,235.6,2.4
G_4668,4.4,96.8,2.5
G_5278,4.5,53.1,1.4
G_5996,6.2,79.7,3.3
G_1427,6.1,226.3,2.5
G_4408,3.3,62.2,2.6
G_3698,38.9,142.3,5.2
G_215,2.5,208.2,2.0
G_1615,2.7,237.3,1.7
G_4676,5.7,93.9,2.2
G_1718,3.3,277.7,1.9
G_2742,54.1,160.4,7.2
G_2054,72.8,120.2,5.4
G_2999,59.9,116.3,8.2
G_1984,4.3,191.9,2.2
G_1703,4.0,197.1,2.0
G_3102,58.1,150.4,5.5
G_3035,84.1,129.4,5.7
G_5328,7.6,60.0,2.3
G_197,1.7,230.6,2.5
G_726,2.7,220.1,1.0
G_3919,49.7,126.3,7.9
G_1513,1.9,262.8,2.3
G_2624,59.4,153.8,9.0
G_4539,2.8,60.1,1.0
G_4696,7.2,55.1,3.3
G_1057,3.0,206.1,2.4
G_4994,0.4,77.4,2.8
G_888,2.5,254.7,2.8
G_2699,43.1,127.9,7.8
G_1093,4.1,217.6,1.3
G_5098,3.6,82.5,2.7
G_4126,3.8,72.4,2.5
G_569,1.0,241.5,2.7
G_517,3.8,222.1,1.8
G_3629,35.9,112.7,10.8
G_4830,2.8,66.6,2.6
G_2150,63.9,118.8,6.4
G_140,1.2,183.3,2.0
G_5830,2.4,71.9,2.4
G_5275,5.3,79.1,2.4
G_2285,51.1,109.9,7.2
G_5011,7.2,71.7,2.2
G_1150,1.7,197.6,2.2
G_4049,7.0,67.2,3.0
G_2499,59.0,94.4,8.9
G_2274,43.8,122.2,8.4
G_2527,54.9,123.5,6.2
G_464,3.3,189.1,2.6
G_3308,81.5,137.5,5.3
G_3133,68.9,134.9,7.5
G_4986,1.2,75.1,2.6
G_595,4.6,241.2,2.0
G_3081,65.1,127.9,8.3
G_1808,3.8,170.8,1.8
G_5137,4.2,69.6,3.0
G_451,2.9,197.1,1.8
G_3044,37.2,93.5,8.6
G_5827,7.3,63.6,2.1
G_519,3.1,214.3,2.2
G_2523,54.5,120.1,4.2
G_313,4.2,225.8,2.2
G_5888,3.7,74.3,3.0
G_4484,7.1,78.5,2.8
G_2648,46.0,125.6,7.5
G_3438,59.1,127.8,8.9
G_1175,1.9,194.9,2.3
G_3533,61.3,99.5,6.1
G_452,4.4,199.2,1.8
G_5038,3.7,61.6,2.0
G_3425,33.1,147.4,5.3
G_1113,4.3,212.5,2.0
G_4845,9.3,77.0,2.8
G_1579,1.9,199.6,1.3
G_891,4.2,223.5,1.6
G_1616,7.8,238.4,1.0
G_4349,3.7,85.6,2.5
G_3980,34.3,94.8,10.4
G_5681,1.6,67.3,2.9
G_5840,6.0,68.6,2.4
G_2926,40.2,142.9,5.4
G_1264,1.6,249.3,2.2
G_5616,5.3,81.5,1.8
G_1000,3.9,216.1,1.6
G_3762,70.7,112.9,8.2
G_1360,3.3,195.5,1.9
G_5995,4.4,72.1,1.5
G_1477,2.8,244.4,1.9
G_193,3.3,270.6,2.6
G_4693,4.3,64.3,2.5
G_5399,3.8,65.8,1.7
G_2793,73.4,131.3,7.1
G_5002,6.1,74.7,2.6
G_2408,64.6,95.9,5.9
G_5058,2.8,54.3,2.3
G_1875,5.0,201.5,2.6
G_5301,5.3,50.7,1.1
G_1339,2.4,232.6,1.8
G_3478,62.9,161.8,7.2
G_4843,5.6,88.8,1.3
G_3872,88.5,105.4,6.7
G_2806,58.1,89.7,6.0
G_5900,2.9,64.6,2.3
G_1294,4.3,228.5,1.5
G_5286,5.2,60.3,2.7
G_4513,4.3,65.6,2.4
G_5618,2.6,83.9,3.3
G_3520,70.1,121.9,6.6
G_2665,49.2,123.5,8.0
G_1908,1.3,184.8,1.0
G_3759,38.9,127.5,7.6
G_4154,2.8,70.1,3.2
G_369,3.1,192.1,1.7
G_1938,3.7,186.7,1.2
G_3574,82.3,80.0,7.0
G_1152,1.0,210.8,1.6
G_4922,5.8,52.7,3.0
G_4013,3.7,62.6,1.5
G_2352,44.4,118.9,4.7
G_4052,7.2,66.6,2.4
G_5661,7.9,83.6,2.2
G_3556,64.0,170.2,7.8
G_1873,2.5,192.6,2.2
G_5903,4.9,85.9,1.7
G_192,4.3,231.6,2.1
G_2441,31.5,114.1,6.5
G_109,3.4,211.8,1.9
G_175,3.4,199.1,1.9
G_3170,60.6,136.8,6.8
G_3353,52.5,109.9,9.3
G_3835,63.3,173.3,4.8
G_1599,3.0,228.4,2.1
G_1361,3.0,191.2,2.0
G_2104,65.2,92.5,6.0
G_5220,2.2,83.8,1.6
G_5841,8.0,75.5,2.7
G_5044,3.0,66.5,2.5
G_3581,77.8,159.3,6.8
G_1165,4.5,191.1,2.4
G_3679,49.5,135.7,5.3
G_5285,4.2,62.4,3.2
G_1662,2.8,201.8,1.5
G_509,3.1,186.2,2.3
G_167,4.2,199.7,1.9
G_2788,43.0,124.0,6.9
G_5522,3.3,65.8,3.1
G_2255,54.2,132.3,7.1
G_3962,84.6,114.3,7.1
G_104,1.8,248.1,2.4
G_2413,32.9,108.8,5.4
G_4926,4.9,72.2,2.4
G_4882,0.7,85.0,2.0
G_1753,2.0,251.3,2.7
G_5355,6.5,82.2,4.0
G_5104,2.1,59.8,4.3
G_1659,1.5,224.0,2.7
G_153,2.0,220.5,2.0
G_2587,81.5,167.3,8.2
G_1584,3.1,189.4,2.2
G_2178,41.8,160.6,7.8
G_5970,3.0,85.0,1.7
G_4890,3.7,69.7,3.3
G_2115,56.9,112.2,6.6
G_2647,68.3,85.9,9.9
G_1823,2.7,218.9,1.4
G_5070,3.9,70.2,1.3
G_3127,60.3,141.4,5.5
G_310,2.7,242.2,1.8
G_5792,5.9,63.0,2.8
G_2432,30.0,128.4,8.5
G_2571,58.0,115.6,4.2
G_496,3.8,240.3,2.8
G_206,1.6,231.8,1.7
G_1435,2.7,276.8,2.3
G_1136,4.4,231.1,2.0
G_869,4.0,233.4,2.1
G_306,3.2,297.7,1.2
G_1850,3.6,184.2,1.7
G_2237,50.5,148.3,8.7
G_1989,2.0,268.1,2.2
G_5968,6.5,86.1,2.4
G_1535,2.3,272.4,1.9
G_844,3.6,190.8,1.9
G_1988,3.8,206.3,2.0
G_5596,4.0,93.5,1.2
G_3842,53.3,156.7,5.5
G_2537,45.7,142.8,8.6
G_5281,4.1,77.8,2.7
G_1539,1.2,218.8,1.4
G_212,4.7,235.1,1.7
G_1958,7.7,214.0,2.3
G_3722,81.6,134.8,5.5
G_4705,6.0,59.8,1.8
G_2708,60.5,138.2,5.7
G_1350,2.7,216.6,2.0
G_4309,6.1,66.4,4.7
G_4588,5.5,70.2,1.3
G_681,4.1,237.0,1.9
G_181,3.9,215.2,2.1
G_3758,94.8,120.1,9.6
G_2227,38.6,121.3,6.0
G_3291,30.0,116.6,8.1
G_279,3.1,236.7,2.0
G_290,2.1,255.6,2.3
G_4729,5.1,78.6,2.6
G_994,2.0,214.7,2.3
G_5091,4.1,66.9,1.0
G_5039,6.4,63.7,1.5
G_4713,4.8,90.9,2.7
G_4807,4.6,75.7,4.2
G_271,5.2,228.7,1.9
G_2305,30.8,146.6,7.4
G_4896,7.0,80.9,3.1
G_5833,5.0,72.0,2.4
G_5806,4.9,85.2,1.7
G_112,3.0,215.9,1.6
G_1392,2.0,199.9,2.1
G_221,6.5,211.0,1.0
G_5204,5.2,81.6,2.5
G_084,2.2,162.6,1.0
G_3434,46.1,117.3,6.9
G_462,3.1,238.6,2.9
G_5272,4.6,75.3,2.7
G_552,2.8,173.0,2.4
G_5041,3.2,71.0,2.3
G_4695,3.6,80.6,2.7
G_2766,66.2,120.9,8.4
G_5166,3.4,67.3,2.4
G_2953,38.0,111.2,8.3
G_651,5.8,197.3,1.9
G_709,1.0,211.2,2.5
G_4744,4.4,81.3,2.9
G_2410,62.7,129.2,7.3
G_2415,65.5,118.4,7.0
G_1425,1.4,175.6,1.9
G_1217,2.0,178.6,2.1
G_4577,8.1,72.9,1.4
G_1925,6.1,213.4,1.1
G_4910,5.1,66.7,4.9
G_2684,59.2,146.6,8.2
G_315,5.0,236.6,1.8
G_2729,44.3,138.3,4.0
G_1428,1.3,254.6,2.0
G_5075,5.0,78.1,2.3
G_4754,5.4,59.9,2.0
G_4120,3.4,66.3,1.9
G_3865,53.1,132.3,6.7
G_3215,60.2,117.7,7.8
G_4415,8.0,70.6,2.8
G_3828,56.7,118.0,7.0
G_6000,5.2,80.7,3.3
G_2526,64.2,108.9,6.9
G_685,1.2,228.4,1.5
G_4395,3.6,78.0,2.8
G_2522,58.9,134.0,7.2
G_2909,47.1,141.3,6.2
G_2390,71.3,104.9,7.9
G_327,4.7,192.7,1.7
G_5014,8.9,86.5,2.2
G_2593,82.0,168.7,6.9
G_5186,9.9,72.4,1.8
G_2928,43.0,124.0,6.2
G_4051,7.2,77.9,3.5
G_5807,3.4,65.1,2.4
G_3786,60.9,134.1,7.3
G_349,1.9,237.3,1.5
G_1627,2.3,199.1,2.2
G_4411,8.2,78.1,3.6
G_872,1.8,231.5,2.7
G_3359,42.1,122.1,6.0
G_2340,59.3,126.6,5.3
G_4704,3.5,82.6,3.0
G_2122,62.2,106.4,6.3
G_3928,62.1,125.3,7.5
G_086,2.2,189.5,1.9
G_2819,60.0,139.7,7.0
G_1878,2.7,226.1,2.2
G_5690,6.6,69.9,1.9
G_4086,8.1,69.9,3.5
G_2376,76.5,125.9,7.9
G_495,5.3,188.6,2.4
G_2967,51.3,122.7,8.0
G_3110,65.3,138.4,5.0
G_2760,62.4,159.2,5.6
G_1271,4.6,214.6,2.6
G_2655,51.8,145.6,5.7
G_2634,48.6,152.9,4.7
G_4955,7.0,80.0,3.2
G_619,3.7,231.4,2.0
G_5131,5.0,70.3,2.1
G_2630,66.6,116.3,9.7
G_2827,37.6,108.4,6.4
G_5228,2.4,74.7,2.7
G_2230,50.5,144.7,5.8
G_5033,5.3,80.6,2.5
G_1414,6.2,199.2,2.4
G_2202,43.5,154.7,7.3
G_4964,8.2,74.6,2.1
G_4478,4.2,64.4,2.4
G_870,6.0,250.7,1.7
G_2007,55.2,132.0,8.5
G_4148,6.6,98.9,3.6
G_357,3.0,210.8,2.1
G_1163,1.0,208.5,2.0
G_4555,4.1,69.9,2.8
G_2407,58.8,171.0,7.2
G_5916,4.2,80.1,3.2
G_1891,3.8,237.3,1.9
G_580,4.7,264.0,2.4
G_2553,66.0,140.5,5.1
G_1692,2.3,241.0,1.1
G_863,5.3,192.4,1.7
G_5370,4.7,62.8,1.0
G_5811,8.9,57.0,3.2
G_4790,7.0,75.3,1.9
G_4646,8.2,93.5,3.2
G_1117,6.6,215.1,2.8
G_1542,5.7,256.3,2.8
G_3791,61.7,146.5,4.7
G_4616,6.0,89.8,1.2
G_5519,10.4,82.0,3.0
G_3296,53.7,110.1,5.2
G_5299,2.8,52.0,1.6
G_5314,2.8,63.8,2.7
G_5905,2.0,61.2,2.8
G_3048,58.6,128.8,6.1
G_5724,9.6,70.5,1.0
G_2438,55.8,133.9,6.5
G_5755,4.9,73.8,1.8
G_2053,54.6,121.5,6.0
G_1777,2.1,174.2,2.2
G_3270,47.5,121.3,8.9
G_4303,7.6,89.8,1.8
G_1593,3.7,277.6,1.6
G_1724,3.9,175.3,1.7
G_4694,5.1,84.7,2.3
G_4042,4.8,69.1,3.3
G_491,3.0,219.7,2.2
G_5078,8.7,85.4,3.1
G_1007,4.3,232.2,2.5
G_3149,80.5,119.7,5.1
G_4249,5.9,79.9,2.9
G_1418,3.4,225.2,1.0
G_026,3.2,224.6,1.8
G_1114,3.7,189.8,1.3
G_5586,6.0,85.8,4.1
G_1553,1.7,228.7,1.9
G_5124,5.0,81.3,2.9
G_4483,3.2,63.2,2.6
G_434,4.1,215.6,1.7
G_2927,60.3,103.0,5.8
G_3858,46.7,122.3,8.5
G_4016,4.0,74.4,2.6
G_2964,54.9,125.4,7.4
G_3099,46.8,132.1,7.8
G_5876,4.5,62.8,1.8
G_4457,6.7,79.7,3.3
G_4541,3.3,78.3,2.4
G_5769,3.2,74.1,1.4
G_1103,6.1,261.2,2.1
G_5066,8.4,81.5,3.3
G_4518,9.2,70.4,3.0
G_4163,5.5,76.1,1.2
G_195,3.3,224.7,1.0
G_616,3.2,236.7,1.8
G_644,1.0,203.7,2.7
G_4310,8.8,75.1,1.4
G_3154,69.9,141.5,4.0
G_5071,5.6,59.1,3.3
G_331,3.0,212.7,2.3
G_3826,77.5,99.3,8.2
G_4516,4.9,79.0,3.0
G_3114,45.8,123.5,6.4
G_5366,7.1,69.6,2.2
G_484,3.3,200.8,2.3
G_5198,6.2,74.2,3.8
G_2672,50.0,161.4,6.9
G_2060,69.0,110.2,4.8
G_4679,7.1,86.7,2.3
G_033,3.0,231.9,1.4
G_665,1.9,231.6,2.4
G_5160,7.3,78.9,2.5
G_4183,4.8,73.1,3.3
G_1445,3.6,237.4,2.4
G_2400,38.5,129.2,4.2
G_2442,58.1,158.0,6.2
G_5853,8.0,63.9,2.3
G_1706,2.6,227.7,1.0
G_5983,5.8,87.1,2.7
G_2851,43.2,167.4,5.7
G_5502,5.5,85.9,2.8
G_2278,57.2,145.6,7.6
G_1402,3.8,234.2,1.8
G_5549,9.2,66.2,4.1
G_171,1.7,244.7,1.2
G_541,4.3,202.3,1.5
G_5466,7.6,90.3,1.6
G_4606,5.7,96.0,2.2
G_2459,49.5,112.7,6.4
G_3909,71.6,151.2,6.0
G_675,1.0,194.8,2.4
G_2919,86.3,95.7,5.5
G_4077,5.0,70.7,3.0
G_1816,1.7,175.2,2.3
G_2555,55.8,148.9,8.5
G_2101,51.2,82.1,9.1
G_3126,31.0,131.3,8.3
G_5494,4.8,56.1,1.7
G_2102,63.5,116.4,7.3
G_5081,7.1,72.8,3.4
G_2804,85.1,142.7,7.1
G_1549,4.1,192.2,1.8
G_4751,2.1,86.6,4.3
G_4851,7.4,56.8,3.9
G_356,1.5,226.5,2.4
G_2641,43.5,162.3,7.4
G_4170,5.2,95.9,2.0
G_4677,6.3,70.9,1.8
G_5310,2.3,70.5,2.4
G_4274,2.6,54.1,1.4
G_1052,3.6,202.3,2.2
G_2322,59.9,103.5,7.9
G_4329,4.3,88.3,2.3
G_3920,67.0,131.9,6.3
G_1752,4.0,228.2,1.4
G_2465,41.9,149.8,6.6
G_1773,2.1,200.4,2.3
G_1197,3.0,237.8,2.5
G_1879,1.0,181.7,1.6
G_2017,92.7,115.3,5.4
G_2006,72.6,141.4,5.8
G_4076,5.9,70.0,3.1
G_1483,5.6,211.0,2.0
G_329,3.9,237.4,2.8
G_649,2.7,220.4,1.2
G_2895,49.4,107.5,6.5
G_1124,1.3,211.0,2.0
G_2777,73.1,123.1,4.6
G_2961,76.8,139.2,4.0
G_3456,44.2,115.4,7.9
G_2844,47.2,124.3,7.9
G_3090,73.0,118.4,9.4
G_5022,7.0,76.3,2.5
G_1260,2.9,255.9,3.0
G_4315,4.2,83.1,2.6
G_3412,61.5,111.9,4.0
G_4620,5.5,81.1,1.5
G_1520,5.8,164.6,1.2
G_1379,2.1,232.6,2.3
G_4382,9.7,72.3,2.8
G_1024,6.2,248.8,1.2
G_2877,68.3,124.5,8.0
G_4554,6.2,83.6,2.6
G_4796,5.0,76.8,2.5
G_913,3.4,201.7,2.4
G_4039,8.5,83.5,1.9
G_1676,2.5,221.8,2.0
G_1747,4.5,165.6,1.8
G_2971,44.0,122.2,7.6
G_1737,1.4,208.6,2.3
G_1630,4.3,204.2,2.2
G_4320,4.5,88.9,3.7
G_431,1.2,234.1,1.1
G_1809,1.0,236.4,3.4
G_3528,53.9,138.8,7.6
G_2388,38.7,137.4,6.4
G_3403,58.4,98.3,6.0
G_3481,56.6,141.7,7.0
G_5707,2.1,63.6,2.8
G_2223,58.7,140.9,4.0
G_4199,3.3,76.0,2.1
G_4167,3.6,79.4,2.5
G_5351,3.1,71.1,1.4
G_5882,3.2,69.4,2.6
G_4587,7.8,86.7,1.9
G_5325,6.1,70.3,3.6
G_1996,4.6,220.7,2.1
G_4991,4.5,88.5,3.7
G_2225,67.8,148.4,8.9
G_1107,3.9,187.7,1.5
G_5746,3.8,84.4,1.7
G_819,3.1,229.8,2.3
G_4073,5.6,65.5,1.4
G_4359,3.9,68.5,2.7
G_1698,2.0,228.3,1.6
G_3222,30.0,126.2,6.6
G_137,1.8,222.5,2.0
G_4524,3.9,86.9,2.3
G_2922,50.5,137.9,5.0
G_5317,9.7,90.1,2.1
G_1181,3.3,244.5,2.1
G_3435,53.2,160.9,4.5
G_889,3.9,210.4,2.1
G_2657,41.0,122.9,9.2
G_5734,2.4,75.3,3.6
G_2896,51.9,170.9,7.4
G_818,4.3,229.2,1.6
G_1112,3.3,212.9,3.3
G_3413,56.6,141.2,7.6
G_2342,58.3,129.7,4.0
G_5991,2.4,62.6,3.3
G_3760,40.5,119.0,7.4
G_1265,3.3,236.6,2.6
G_991,3.3,257.9,1.0
G_3236,79.3,103.8,7.3
G_1740,5.6,186.3,2.0
G_2478,46.3,99.0,8.7
G_354,2.8,185.9,1.2
G_5270,5.1,65.9,2.7
G_2458,74.9,130.5,10.9
G_4208,6.2,73.7,2.1
G_1490,4.9,180.1,1.8
G_3927,46.4,113.3,10.7
G_1229,4.4,239.5,2.3
G_5933,3.5,71.0,3.2
G_2690,49.6,132.9,6.2
G_5683,3.6,81.8,3.5
G_053,2.0,203.5,2.2
G_3124,59.3,130.3,7.5
G_3949,74.6,126.0,5.8
G_3322,58.2,121.9,8.0
G_3653,59.0,133.9,7.4
G_1590,3.1,210.1,2.8
G_1480,2.3,254.7,2.5
G_1470,3.7,214.5,2.1
G_2779,72.4,153.1,7.6
G_5988,7.2,62.8,2.5
G_2079,40.0,137.2,7.5
G_3451,53.1,126.5,6.1
G_5912,7.8,72.0,1.8
G_2952,77.6,105.8,8.5
G_437,5.4,216.7,2.6
G_2887,37.9,136.8,5.7
G_3886,67.1,108.1,8.1
G_1589,1.8,251.0,2.6
G_4418,5.3,86.4,2.3
G_1591,1.4,246.7,1.7
G_3251,65.0,113.9,8.9
G_974,2.0,269.7,1.0
G_1239,3.9,224.6,2.1
G_2343,57.8,180.0,6.0
G_2474,30.0,118.1,5.6
G_3589,65.9,88.8,6.5
G_5121,5.6,64.7,2.4
G_2232,54.5,93.0,5.2
G_2519,30.0,117.3,4.7
G_1498,4.8,218.8,1.7
G_450,1.4,202.7,2.7
G_2370,53.6,134.7,9.6
G_4123,5.6,84.0,3.0
G_2423,79.5,118.0,7.0
G_5387,4.6,59.5,2.7
G_5957,2.1,69.9,3.6
G_1552,2.7,180.8,2.2
G_5319,4.7,70.6,3.3
G_1147,1.4,202.3,1.9
G_5599,7.7,85.6,1.5
G_2093,57.6,127.9,4.0
G_1314,3.8,194.6,2.1
G_2016,47.1,156.9,7.1
G_4307,6.4,63.4,2.0
G_3709,49.1,103.1,8.7
G_3009,80.2,136.1,6.9
G_1382,2.3,249.8,1.7
G_3249,31.2,156.6,8.9
G_414,4.9,197.1,1.0
G_942,4.3,208.3,1.9
G_802,2.2,287.3,2.0
G_4914,10.7,73.5,2.3
G_5484,5.7,70.1,2.1
